"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"copenhagen-business-school-cbs:frederiksberg-campus:international-shipping-and-trade-bsc","International Shipping and Trade (BSc)","bachelor","bachelor","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","3 years","society-politics","Description BSc Shipping provides you with an understanding of the context and strategies of the global shipping industry and prepares you for efficiently planning and managing shipping operations.…","https://www.cbs.dk/en/study-programmes/bachelor-programmes/bsc-international-shipping-and-trade","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/international-shipping-and-trade-bsc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:kolding:it-product-design","IT - Product Design","master","master","University of Southern Denmark (SDU)","Kolding","","2 years","business-management | design-architecture-arts","Description This master programme educates designers who can work in multidisciplinary teams that develop interactive IT products and services for private and public organisations.…","http://www.sdu.dk/en/uddannelse/kandidat/it_produktudvikling","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/kolding/it-product-design","","","","","2026-08-02"
"university-of-copenhagen-ucph:south-campus:it-and-cognition","IT and Cognition","master","master","University of Copenhagen (UCPH)","South Campus","","2 years","humanities-culture","Description Do you wish to excel in developing advanced cognitive technologies? And use knowledge of language and human cognition, and identify new interesting applications of cognitive models?…","https://www.ku.dk/studies/masters/it-and-cognition","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/south-campus/it-and-cognition","","","","","2026-08-02"
"aarhus-university-au:aarhus:it-product-development","IT Product Development","master","master","Aarhus University (AU)","Aarhus","","2 years","it-data | engineering-technology | natural-science | society-politics","COMBINING DISCIPLINES The MSc in IT Product Development at Aarhus University’s Department of Computer Science is offered in collaboration with the Department of Engineering.…","https://masters.au.dk/itproductdevelopment","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/it-product-development","","","","","2026-08-02"
"danish-national-academy-of-music:odense:jazz-pop","Jazz/pop","master","master","Danish National Academy of Music","Odense","","2 years","it-data | design-architecture-arts | education-learning","The master’s programme aims to give you specialised knowledge, skills and competences to work as a musician at the highest level. In addition to its focus on main instrument teaching and ensemble playing, the master’s programme also…","https://www.sdmk.dk/en/studies/study-programmes/jazz/pop","https://studyindenmark.dk/portal/danish-national-academy-of-music/odense/jazz-pop","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aarhus-departement:jazz-pop-drum-and-dance-aarhus","Jazz/Pop Drum and Dance (Aarhus)","bachelor","bachelor","Royal Academy of Music Aarhus/Aalborg","Aarhus Departement","","3 years","design-architecture-arts","The Academy's jazz/pop programmes are very diverse, and we celebrate and use this diversity. Tuition is offered in all common instruments in jazz/pop music.…","https://musikkons.dk/en/programmes/jazz-pop/rmb-jazz-pop-drum-dance-aarhus/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/jazz-pop-drum-and-dance-aarhus","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aalborg-departement:jazz-pop-music-aalborg","Jazz/Pop Music (Aalborg)","master","master","Royal Academy of Music Aarhus/Aalborg","Aalborg Departement","","2 years","design-architecture-arts","The Academy's jazz/pop programmes are very diverse. Knowledge of historical roots and performance traditions will be a natural part of many contexts and subjects, but always as a precondition for giving the student the ability to…","https://musikkons.dk/en/programmes/jazz-pop/jazz-pop-music-aalborg/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aalborg-departement/jazz-pop-music-aalborg","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aarhus-departement:jazz-pop-musician-music-teacher-aarhus","Jazz/Pop Musician/Music Teacher (Aarhus)","master","master","Royal Academy of Music Aarhus/Aalborg","Aarhus Departement","","2 years","design-architecture-arts | education-learning","The Academy's jazz/pop programmes are very diverse. Knowledge of historical roots and performance traditions will be a natural part of many contexts and subjects, but always as a precondition for giving the student the ability to…","https://musikkons.dk/en/programmes/jazz-pop/rm-jazz-pop-musician-aarhus/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/jazz-pop-musician-music-teacher-aarhus","","","","","2026-08-02"
"aarhus-university-au:aarhus:journalism-media-and-globalisation-erasmus-mundus","Journalism, Media and Globalisation (Erasmus Mundus)","master","master","Aarhus University (AU)","Aarhus","","2 years","society-politics | communication-media | education-learning","The Erasmus Mundus Master’s in Journalism, Media and Globalisation offers a unique 360° educational experience. Students on the programme study and live in at least two European countries, interact with classmates from all around the world…","https://mundusjournalism.com/","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/journalism-media-and-globalisation-erasmus-mundus","","","","","2026-08-02"
"university-of-copenhagen-ucph:frederiksberg-campus:landscape-architecture","Landscape Architecture","master","master","University of Copenhagen (UCPH)","Frederiksberg / Copenhagen","","2 years","design-architecture-arts | natural-science | sustainability-climate","Description As an MSc in Landscape Architecture and urban design, you shape the future urban environments and housing areas, parks and landscapes, so that they provide excellent human and natural settings for many years to come.…","https://www.ku.dk/studies/masters/landscape-architecture","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/landscape-architecture","","","","","2026-08-02"
"aalborg-university-aau:aalborg:language-and-international-studies-english","Language and International Studies, English","bachelor","bachelor","Aalborg University (AAU)","Aalborg","","3 years","society-politics | humanities-culture","Description The Bachelor's programme in Language and International Studies, English combines international politics with culture and language.…","http://www.en.aau.dk/education/bachelor/language-international-studies","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/language-and-international-studies-english","","","","","2026-08-02"
